Pixel,Value,Minima,,,,,,,,
262.6,48064,,,,,,,,,
262.7,48064,,,,,,,,,
262.8,48064,,,,,,,,,
262.9,48064,,,,,,,,,
263,48064,,,,,,,,,
263.1,48064,,,,,,,,,
263.2,48064,,,,,,,,,
263.3,48064,,,,,,,,,
263.4,48064,,,,,,,,,
263.5,48064,,,,,,,,,
263.6,47616,,,,,,,,,
263.7,47616,,,,,,,,,
263.8,47616,,,,,,,,,
263.9,47616,,,,,,,,,
264,47616,,,,,,,,,
264.1,47616,,,,,,,,,
264.2,47616,,,,,,,,,
264.3,47616,,,,,,,,,
264.4,47616,,,,,,,,,
264.5,47616,,,,,,,,,
264.6,48000,,,,,,,,,
264.7,48000,,,,,,,,,
264.8,48000,,,,,,,,,
264.9,48000,,,,,,,,,
265,48000,,,,,,,,,
265.1,48000,,,,,,,,,
265.2,48000,,,,,,,,,
265.3,48000,,,,,,,,,
265.4,48000,,,,,,,,,
265.5,48000,,,,,,,,,
265.6,46848,,,,,,,,,
265.7,46848,,,,,,,,,
265.8,46848,,,,,,,,,
265.9,46848,,,,,,,,,
266,46848,,,,,,,,,
266.1,46848,,,,,,,,,
266.2,46848,,,,,,,,,
266.3,46848,,,,,,,,,
266.4,46848,,,,,,,,,
266.5,46848,,,,,,,,,
266.6,46912,,,,,,,,,
266.7,46912,,,,,,,,,
266.8,46912,,,,,,,,,
266.9,46912,,,,,,,,,
267,46912,,,,,,,,,
267.1,46912,,,,,,,,,
267.2,46912,,,,,,,,,
267.3,46912,,,,,,,,,
267.4,46912,,,,,,,,,
267.5,46912,,,,,,,,,
267.6,46272,,,,,,,,,
267.7,46272,,,,,,,,,
267.8,46272,,,,,,,,,
267.9,46272,,,,,,,,,
268,46272,,,,,,,,,
268.1,46272,,,,,,,,,
268.2,46272,,,,,,,,,
268.3,46272,,,,,,,,,
268.4,46272,,,,,,,,,
268.5,46272,,,,,,,,,
268.6,46656,,,,,,,,,
268.7,46656,,,,,,,,,
268.8,46656,,,,,,,,,
268.9,46656,,,,,,,,,
269,46656,,,,,,,,,
269.1,46656,,,,,,,,,
269.2,46656,,,,,,,,,
269.3,46656,,,,,,,,,
269.4,46656,,,,,,,,,
269.5,46656,,,,,,,,,
269.6,46848,,,,,,,,,
269.7,46848,,,,,,,,,
269.8,46848,,,,,,,,,
269.9,46848,,,,,,,,,
270,46848,,,,,,,,,
270.1,46848,,,,,,,,,
270.2,46848,,,,,,,,,
270.3,46848,,,,,,,,,
270.4,46848,,,,,,,,,
270.5,46848,,,,,,,,,
270.6,45824,,,,,,,,,
270.7,45824,,,,,,,,,
270.8,45824,,,,,,,,,
270.9,45824,,,,,,,,,
271,45824,,,,,,,,,
271.1,45824,,,,,,,,,
271.2,45824,,,,,,,,,
271.3,45824,,,,,,,,,
271.4,45824,,,,,,,,,
271.5,45824,,,,,,,,,
271.6,45696,,,,,,,,,
271.7,45696,,,,,,,,,
271.8,45696,,,,,,,,,
271.9,45696,,,,,,,,,
272,45696,,,,,,,,,
272.1,45696,,,,,,,,,
272.2,45696,,,,,,,,,
272.3,45696,,,,,,,,,
272.4,44992,,,,,,,,,
272.5,44992,,,,,,,,,
272.6,46336,,,,,,,,,
272.7,46336,,,,,,,,,
272.8,46336,,,,,,,,,
272.9,46336,,,,,,,,,
273,46336,,,,,,,,,
273.1,46336,,,,,,,,,
273.2,46336,,,,,,,,,
273.3,46336,,,,,,,,,
273.4,46336,,,,,,,,,
273.5,46336,,,,,,,,,
273.6,47232,,,,,,,,,
273.7,47232,,,,,,,,,
273.8,47232,,,,,,,,,
273.9,47232,,,,,,,,,
274,47232,,,,,,,,,
274.1,47232,,,,,,,,,
274.2,47232,,,,,,,,,
274.3,47232,,,,,,,,,
274.4,47232,,,,,,,,,
274.5,47232,,,,,,,,,
274.6,45824,,,,,,,,,
274.7,45824,,,,,,,,,
274.8,45824,,,,,,,,,
274.9,45824,,,,,,,,,
275,45824,,,,,,,,,
275.1,45824,,,,,,,,,
275.2,45824,,,,,,,,,
275.3,45824,,,,,,,,,
275.4,45824,,,,,,,,,
275.5,45824,,,,,,,,,
275.6,45504,,,,,,,,,
275.7,45504,,,,,,,,,
275.8,45504,,,,,,,,,
275.9,45504,,,,,,,,,
276,45504,,,,,,,,,
276.1,45504,,,,,,,,,
276.2,45504,,,,,,,,,
276.3,45504,,,,,,,,,
276.4,45504,,,,,,,,,
276.5,45504,,,,,,,,,
276.6,42560,,,,,,,,,
276.7,42560,,,,,,,,,
276.8,42560,,,,,,,,,
276.9,42560,,,,,,,,,
277,42560,,,,,,,,,
277.1,42560,,,,,,,,,
277.2,42560,,,,,,,,,
277.3,42560,,,,,,,,,
277.4,42560,,,,,,,,,
277.5,42560,,,,,,,,,
277.6,33856,,,,,,,,,
277.7,33856,,,,,,,,,
277.8,33856,,,,,,,,,
277.9,33856,,,,,,,,,
278,33856,,,,,,,,,
278.1,33856,,,,,,,,,
278.2,33856,,,,,,,,,
278.3,33856,,,,,,,,,
278.4,33856,,,,,,,,,
278.5,33856,,,,,,,,,
278.6,20416,,,,,,,,,
278.7,20416,,,,,,,,,
278.8,20416,,,,,,,,,
278.9,20416,,,,,,,,,
279,20416,,,,,,,,,
279.1,20416,,,,,,,,,
279.2,20416,,,,,,,,,
279.3,20416,,,,,,,,,
279.4,20416,,,,,,,,,
279.5,20416,,,,,,,,,
279.6,19392,,,,,,,,,
279.7,19392,,,,,,,,,
279.8,19392,,,,,,,,,
279.9,19392,,,,,,,,,
280,19392,,,,,,,,,
280.1,19392,,,,,,,,,
280.2,19392,,,,,,,,,
280.3,19392,,,,,,,,,
280.4,19392,,,,,,,,,
280.5,19392,,,,,,,,,
280.6,22912,,,,,,,,,
280.7,22912,,,,,,,,,
280.8,22912,,,,,,,,,
280.9,22912,,,,,,,,,
281,22912,,,,,,,,,
281.1,22912,,,,,,,,,
281.2,22912,,,,,,,,,
281.3,22912,,,,,,,,,
281.4,22912,,,,,,,,,
281.5,22912,,,,,,,,,
281.6,22976,,,,,,,,,
281.7,22976,,,,,,,,,
281.8,22976,,,,,,,,,
281.9,22976,,,,,,,,,
282,22976,,,,,,,,,
282.1,22976,,,,,,,,,
282.2,22976,,,,,,,,,
282.3,22976,,,,,,,,,
282.4,22976,,,,,,,,,
282.5,22976,,,,,,,,,
282.6,37440,,,,,,,,,
282.7,37440,,,,,,,,,
282.8,37440,,,,,,,,,
282.9,37440,,,,,,,,,
283,37440,,,,,,,,,
283.1,37440,,,,,,,,,
283.2,37440,,,,,,,,,
283.3,37440,,,,,,,,,
283.4,37440,,,,,,,,,
283.5,37440,,,,,,,,,
283.6,44416,,,,,,,,,
283.7,44416,,,,,,,,,
283.8,44416,,,,,,,,,
283.9,44416,,,,,,,,,
284,44416,,,,,,,,,
284.1,44416,,,,,,,,,
284.2,44416,,,,,,,,,
284.3,44416,,,,,,,,,
284.4,44416,,,,,,,,,
284.5,44416,,,,,,,,,
284.6,45632,,,,,,,,,
284.7,45632,,,,,,,,,
284.8,45632,,,,,,,,,
284.9,45632,,,,,,,,,
285,45632,,,,,,,,,
285.1,45632,,,,,,,,,
285.2,45632,,,,,,,,,
285.3,45632,,,,,,,,,
285.4,45632,,,,,,,,,
285.5,45632,,,,,,,,,
285.6,46592,,,,,,,,,
285.7,46592,,,,,,,,,
285.8,46592,,,,,,,,,
285.9,46592,,,,,,,,,
286,46592,,,,,,,,,
286.1,46592,,,,,,,,,
286.2,46592,,,,,,,,,
286.3,46592,,,,,,,,,
286.4,46592,,,,,,,,,
286.5,46592,,,,,,,,,
286.6,46336,,,,,,,,,
286.7,46336,,,,,,,,,
286.8,46336,,,,,,,,,
286.9,46336,,,,,,,,,
287,46336,,,,,,,,,
287.1,46336,,,,,,,,,
287.2,46336,,,,,,,,,
287.3,46336,,,,,,,,,
287.4,46336,,,,,,,,,
287.5,46336,,,,,,,,,
287.6,46528,,,,,,,,,
287.7,46528,,,,,,,,,
287.8,46528,,,,,,,,,
287.9,46528,,,,,,,,,
288,46528,,,,,,,,,
288.1,46528,,,,,,,,,
288.2,46528,,,,,,,,,
288.3,46528,,,,,,,,,
288.4,46528,,,,,,,,,
288.5,46528,,,,,,,,,
288.6,47744,,,,,,,,,
288.7,47744,,,,,,,,,
288.8,47744,,,,,,,,,
288.9,47744,,,,,,,,,
289,47744,,,,,,,,,
289.1,47744,,,,,,,,,
289.2,47744,,,,,,,,,
289.3,47744,,,,,,,,,
289.4,47744,,,,,,,,,
289.5,47744,,,,,,,,,
289.6,46784,,,,,,,,,
289.7,46784,,,,,,,,,
289.8,46784,,,,,,,,,
289.9,46784,,,,,,,,,
290,46784,,,,,,,,,
290.1,46784,,,,,,,,,
290.2,46784,,,,,,,,,
290.3,46784,,,,,,,,,
290.4,46784,,,,,,,,,
290.5,46784,,,,,,,,,
290.6,47104,,,,,,,,,
290.7,47104,,,,,,,,,
290.8,47104,,,,,,,,,
290.9,47104,,,,,,,,,
291,47104,,,,,,,,,
291.1,47104,,,,,,,,,
291.2,47104,,,,,,,,,
291.3,47104,,,,,,,,,
291.4,47104,,,,,,,,,
291.5,47104,,,,,,,,,
291.6,45824,,,,,,,,,
291.7,45824,,,,,,,,,
291.8,45824,,,,,,,,,
291.9,45824,,,,,,,,,
292,45824,,,,,,,,,
292.1,45824,,,,,,,,,
292.2,45824,,,,,,,,,
292.3,45824,,,,,,,,,
292.4,45824,,,,,,,,,
